Company_Name,Monthly_Visits,Price_Category,Avg_Tour_Price,Current_Monthly_Revenue,Additional_Monthly_Revenue,Additional_Annual_Revenue,Annual_OTA_Loss,Setup_Fee,Monthly_Fee,Total_Year_1_Cost,Total_Annual_Benefit,ROI_Percentage,Payback_Months,Profitable_Year_1
VAX VacationAccess,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Total Tuscany,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Russian Connections/Always Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Saudi Arabia Visa Services,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Sheila's Creations Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
VILLANOVO,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Premium Tours,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
SKY 4 U,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Tangney Tours,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
"Sarah Qey Travel, Inc.",2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Rimontitours srl - Rising Incoming Organizer,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Pralognan,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
SNO Ski Holidays,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Powderchase,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
iRide Nashville,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Voyages Booth,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
White Blancmange,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Voyagin,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
inhores.com,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
travelbag tourism ltd,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
VisitNewEngland.com,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
selectchalets,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Worldwide Christian Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Whitewater Mountain Resort,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
You Deserve It! Vacations,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Visit North Iceland,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Women Traveling The World,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
World Class Travel Agency,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
new york limo coach,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Your Travel Designer,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
adrianavilas,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Wine Tour In France,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Wollaston Lake Lodge,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Waterproof Expeditions,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Voyages Destination,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Weber Arctic,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Wotton Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
cazenove+loyd,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
the HOFNAR experience,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Wilcox Travel Agency,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
West Coast Mountain Guides,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
WeCruise Ltd.,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
YOUR TRAVEL DIARY,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Great Safaris LLC,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Discover Flagstaff,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
DMC - Cognac Tasting Tour - France,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Cottage Vacations,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Cruise Express,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Adventure Caravans - Guided RV Tours & Rallies,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Daniel Tours - Izmir,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Adriatic Explore Travel Agency,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
EDU TRIPS,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Enchanted Memories Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Boreal Ridge Corporation,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
EpicQuest,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Baltic Travel Company,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Americas,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
All Destinations Travel,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Borsaviaggi.it,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
DESCUBRIR TOURS,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Centre Holidays,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Aletsch Arena AG,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Evadeo Viajes,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Easytraveller.gr,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Delgado Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Bursch Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Adventure Professionals,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Charles River Boat Company,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Action Watersports,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Atlantic Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
FLORA TOUR,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
BJURSÅS BERG & SJÖ,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
BuscoUnViaje.com,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Explore-Share,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
CheapFareGuru,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Betravel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Bamboo Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Aspen Square Condominium Hotel,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Erna Low Ski Holidays,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Butlers Private Driver Tours Of Ireland,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Cycling for Softies,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Executive Las Vegas,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
"Adriatic Travel,Inc.",2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
BOUTROS TOURS,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Ampersand Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
"Centrav, Inc",2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Escape Worldwide - Home of Long Haul Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Destinology,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Exotic Destinations Pty Ltd,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
EON Tours Travel Agency & Tour Operator (Turkey & Greece),2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Cruise Club UK,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Diamond Peak Ski Resort,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Est International Travel & Tours,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Canarias.com,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Cousins Tours & Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Congress Bookers,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Aviomar S.p.a.,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Berger Voyages,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Bookabed a TBO company,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Adam Travel Services,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
"Bedore Tours, Inc.",2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
ArtLuxury Experience,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Bridgetown Travel Agency,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Agenzia Viaggi Castruccio,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
AloTrip,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Bradford Ski Area,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Booe Realty Vacation Rentals,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Brim Explorer,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Asien Special Tours GmbH,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
AwayBug Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Bike Spain Tours,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Dream Italia,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Euroadventures,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Europa Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Edinburgh Executive Carriages Ltd,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Australian Sports Tours,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
DreamDays Holidays,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Carlow Tours,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Exclusively Lindos Ltd,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Abbot Travel,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
DVACACIONES,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Canaan Valley Resort State Park,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
ChaletFinder,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Backpackers Travel Agency,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
CK FISCHER,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Auzeland. Agencia de Viajes especialista en Oceanía,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
"Crystal Travel & Tours, Inc.",2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Cris&Kim,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
CMC World Travel,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Boomerang Escapes LLC,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Bronevik.com,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Cheesemans'​ Ecology Safaris,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Allo Destinations,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Cuba Travel Services,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Complete North America,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Bavarian Village at Winter Wonderland,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Cool Travel Iceland,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
"Beyond Group Travel, Inc.",2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
City Red Bus,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
BJR Vacante,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
360° Explore | Adventures & Expeditions,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
ChaletsPlus,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Alicante Holiday Villas,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Brighton Travelworld,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Daytripper Tours,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Airedale Tours,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
FOROCIO - Travel Experts for Spain and Europe,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Adventure World,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Casita Travel - De mooiste vakantiehuizen in Spanje,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Europe Active,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
BBI Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Awesome Mitten,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Corvatsch AG,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
Discover Dominica Authority,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Freedom Destinations,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Gala Travels Inc.,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Kenneth Macleod Travel Ltd - Business Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
HDM Sailing,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Howzat Travel Ltd,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
LA PERLE NOIRE SA,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,1530.0,3800,150,5600,8542.499999999995,152.54464285714275,7.866549604916599,True
"Nippon Travel Agency America, Inc.",2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Miraviva Travel,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Globe Secret,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
HELISKI.com,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Ferry Beach Retreat & Conference Center,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Nordic Visitor,2000,mid_range,90.0,3600.0,1439.999999999999,17279.99999999999,6480.0,3800,150,5600,18899.99999999999,337.49999999999983,3.5555555555555576,True
Fares Match,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
Nowak Tours,2000,budget,42.5,1700.0,679.9999999999995,8159.9999999999945,3060.0,3800,150,5600,8924.999999999995,159.37499999999991,7.529411764705887,True
